date,close,high,low,open,volume
2015-01-31,2028.1785095214843,2043.618505859375,2013.3774963378905,2031.3929809570313,3866502000.0
2015-02-28,2082.1957943564967,2086.1689517372533,2069.6510459498354,2076.61472681949,3619766315.7894735
2015-03-31,2079.9904396750712,2090.5099875710225,2070.0995594371448,2081.5272827148438,3485265909.090909
2015-04-30,2094.862839471726,2102.731887090774,2085.031447637649,2094.028122674851,3431473333.3333335
2015-05-31,2111.9435180664063,2119.6149658203126,2103.135986328125,2111.099499511719,3259386500.0
2015-06-30,2099.2836581143465,2109.4004461115055,2092.0772816051135,2101.394542347301,3327908181.818182
2015-07-31,2094.1436268199573,2102.5168235085225,2083.9640835848722,2092.9895463423295,3541845000.0
2015-08-31,2039.8662051246279,2058.501906622024,2024.972388857887,2045.9280889601935,4029847142.857143
2015-09-30,1944.4023844401042,1962.4281122116815,1929.7157098679315,1947.2642938523065,3809017619.047619
2015-10-31,2024.8127163973722,2030.5786465731535,2009.497725053267,2017.9395474520597,3902040909.090909
2015-11-30,2080.61650390625,2089.545513916016,2070.5729919433593,2080.275988769531,3797179500.0
2015-12-31,2054.0795621004972,2067.8923117897725,2041.347284490412,2056.0063643022017,3802239090.909091
2016-01-31,1918.5978875411183,1939.5578806023848,1898.2731612356085,1924.6389481393915,4863672105.263158
2016-02-29,1904.4184936523438,1917.2609924316407,1887.2794982910157,1904.8049865722655,4652478000.0
2016-03-31,2021.9540904651988,2027.079989346591,2008.5609130859375,2015.6127208362925,4210882727.2727275
2016-04-30,2075.5352318173364,2083.424781436012,2065.2652413504466,2075.0738351004466,3863094761.904762
2016-05-31,2065.5504789806546,2073.309523809524,2055.4142717633927,2064.0947381882443,3756361904.7619047
2016-06-30,2083.891368519176,2093.8318148526278,2072.0636707652698,2083.4695434570312,3947850000.0
2016-07-31,2148.9019775390625,2153.4385009765624,2139.55947265625,2145.6464965820314,3476512500.0
2016-08-31,2177.482167119565,2182.671726392663,2171.0634765625,2177.6126231317935,3287404782.6086955
2016-09-30,2157.690964471726,2166.8133603050596,2147.269066220238,2157.5738351004466,3667791428.571429
2016-10-31,2143.0209379650296,2151.324265252976,2137.0571405319943,2146.1847563244046,3472168095.2380953
2016-11-30,2164.9856887090773,2171.8414481026784,2154.512381417411,2161.8400065104165,4211684761.904762
2016-12-31,2246.6290457589284,2253.5833449590773,2240.1771530877977,2246.137625558036,3587835714.285714
2017-01-31,2275.1159790039064,2279.3645141601564,2266.755505371094,2273.5319702148436,3528821000.0
2017-02-28,2329.9105417351975,2332.7852590460525,2321.1936934621713,2325.5852821751646,3645312631.5789475
2017-03-31,2366.822170091712,2373.9391452955165,2359.0482230808425,2366.868705417799,3550609130.4347825
2017-04-30,2359.309454666941,2367.174740439967,2352.3247198807567,2360.1500051398025,3440518947.368421
2017-05-31,2395.345880681818,2399.5050159801135,2388.617254083807,2394.4700039950285,3623611818.181818
2017-06-30,2433.98545143821,2440.3740678267045,2426.28955078125,2434.683604847301,3685400454.5454545
2017-07-31,2454.102502441406,2458.224011230469,2447.2639892578127,2453.0394897460938,3167404500.0
2017-08-31,2456.2230702275815,2463.6608568274455,2449.4808721127715,2456.7499681555705,3077604347.826087
2017-09-30,2492.8410400390626,2496.2080078125,2486.306494140625,2491.3324951171876,3331206000.0
2017-10-31,2556.9972700639205,2560.427723277699,2551.009099786932,2555.807273171165,3231297727.2727275
2017-11-30,2593.605736142113,2597.4299665178573,2585.0223795572915,2590.3061639694943,3496045714.285714
2017-12-31,2664.34052734375,2672.3899780273437,2658.468994140625,2666.0699951171873,3276585000.0
2018-01-31,2789.8038155691966,2796.4238397507443,2777.7214471726193,2785.6866513206846,3681842380.952381
2018-02-28,2705.1552477384867,2736.1094649465463,2681.7326531661183,2710.269467002467,4207051052.631579
2018-03-31,2702.7738211495534,2725.3214285714284,2685.0614304315477,2707.8600027901784,3657328095.2380953
2018-04-30,2653.6252092633927,2673.0562104724704,2636.618582589286,2657.6414155505954,3342604761.904762
2018-05-31,2701.4936190518465,2710.0295743075285,2686.480879350142,2699.121837269176,3455082727.2727275
2018-06-30,2754.3528878348216,2764.3628510974704,2744.1795014880954,2754.9714239211307,3709112380.952381
2018-07-31,2793.643357049851,2800.5442824590773,2782.0319010416665,2789.537155877976,3090395238.095238
2018-08-31,2857.8204292629075,2864.4917204483695,2848.450885275136,2854.545643682065,3022742173.9130435
2018-09-30,2901.5005139802633,2909.996826171875,2893.7457725123354,2901.570004111842,3317447894.736842
2018-10-31,2785.4647800611415,2812.8843410326085,2766.0534880264945,2796.0756623641305,3996999130.4347825
2018-11-30,2723.231422061012,2739.010474795387,2702.0366559709823,2719.651901971726,3839048571.428571
2018-12-31,2567.3073858963817,2603.9220934416117,2539.4947317023025,2580.7026238692433,4429588421.052631
2019-01-31,2607.3899972098216,2617.1771298363096,2584.9947800409227,2597.8985886346727,3850470000.0
2019-02-28,2754.8642064144738,2761.4126362047696,2742.4478952508225,2750.1421412417762,3717830000.0
2019-03-31,2803.9837937127977,2815.7657063802085,2789.842843191964,2803.5952497209823,3769507619.047619
2019-04-30,2903.799979073661,2908.761893136161,2892.6481003534227,2900.8104887462796,3337636666.6666665
2019-05-31,2854.705910422585,2870.2309015447445,2838.7550159801135,2855.3527277166195,3511397272.7272725
2019-06-30,2890.165979003906,2900.743518066406,2878.5615112304686,2887.6860107421876,3562531500.0
2019-07-31,2996.1136363636365,3003.907725941051,2984.14501953125,2995.7922807173295,3209066818.181818
2019-08-31,2897.450450550426,2917.8186257102275,2876.7449951171875,2901.2199928977275,3648600909.090909
2019-09-30,2982.156005859375,2992.0960083007812,2968.614501953125,2982.0829956054686,3708949000.0
2019-10-31,2977.675197435462,2990.4130647078805,2964.954780910326,2976.9539211107335,3379158260.869565
2019-11-30,3104.9044921875,3109.3900146484375,3094.3295043945313,3101.5594848632813,3620531000.0
2019-12-31,3176.74951171875,3183.954275948661,3167.566208612351,3175.2633347284227,3444073333.3333335
2020-01-31,3278.202857607887,3289.698556082589,3264.34619140625,3276.805733816964,3680380000.0
2020-02-29,3277.3141832853617,3302.210513466283,3259.6294716282896,3285.607357627467,4444031052.631579
2020-03-31,2652.393632368608,2714.109530362216,2578.604092684659,2653.1877219460225,7372062727.272727
2020-04-30,2761.9752255394346,2789.5714169456846,2730.0895182291665,2758.6090262276784,5886102857.142858
2020-05-31,2919.6084838867187,2942.1214965820313,2895.077502441406,2919.7055053710938,5356759500.0
2020-06-30,3104.6609330610795,3130.5449662642045,3074.1868119673295,3106.2736261541195,5975403636.363636
2020-07-31,3207.6190962357955,3223.786365855824,3182.5099764737215,3203.598643909801,4405824090.909091
2020-08-31,3391.7100190662204,3399.883347284226,3374.2633231026784,3384.8899972098216,3926977142.857143
2020-09-30,3365.516671316964,3398.818091982887,3336.790945870536,3373.9771321614585,4395751428.571428
2020-10-31,3418.6999955610795,3445.0236483487215,3397.303633256392,3423.191339666193,4088135454.5454545
2020-11-30,3548.99248046875,3569.34150390625,3526.2205078125,3543.4300048828127,5062359000.0
2020-12-31,3695.3100142045455,3707.6208939985795,3677.3209228515625,3692.005448774858,4380712727.272727
2021-01-31,3793.7484323601975,3818.135806435033,3768.9621325041117,3797.3873612253287,5585147368.421053
2021-02-28,3883.4321160567433,3901.0957930715463,3856.7331671463817,3878.7931614925988,5214858947.368421
2021-03-31,3910.5082795516305,3935.7130604619565,3883.106976052989,3906.6847932235055,5320484782.608696
2021-04-30,4141.176199776785,4152.001395089285,4122.00189499628,4133.93951125372,3958290000.0
2021-05-31,4167.849536132812,4187.078515625,4146.477978515625,4167.329992675781,4416093000.0
2021-06-30,4238.48954634233,4249.386408025568,4223.202747691761,4236.976806640625,4661099090.909091
2021-07-31,4363.712797619048,4375.644810267857,4341.0742420014885,4358.000930059524,4012172380.952381
2021-08-31,4453.965931285511,4464.497247869318,4436.474054509943,4448.834095348011,3659125454.5454545
2021-09-30,4445.543317522322,4473.472888764881,4429.42431640625,4457.234793526785,4072802857.142857
2021-10-31,4460.707077752976,4476.626627604167,4433.933337983631,4449.715704055059,3821600000.0
2021-11-30,4667.386648995535,4688.184756324405,4649.419038318452,4670.937593005952,4203278095.2380953
2021-12-31,4674.772771661932,4701.581853693182,4642.169611150568,4669.68184037642,4215917272.7272725
2022-01-31,4573.815454101563,4619.576025390625,4528.042016601563,4585.263037109375,4778144500.0
2022-02-28,4435.980494449013,4473.607344777961,4392.072625411184,4436.878957648027,4877247894.736842
2022-03-31,4391.265264096467,4424.881644870924,4351.570015285326,4388.294348675272,5371576521.73913
2022-04-30,4391.29599609375,4439.26455078125,4361.126440429687,4409.3604736328125,4518392000.0
2022-05-31,4040.3600027901784,4082.1881045386904,3986.2142740885415,4037.779982793899,5183828095.238095
2022-06-30,3898.9466843377977,3942.405203683036,3864.0700102306546,3908.924269903274,5053176666.666667
2022-07-31,3911.7294921875,3931.057971191406,3866.241015625,3893.2409912109374,4084416000.0
2022-08-31,4158.563083814538,4189.813083814538,4136.988238790761,4164.375636888587,4010971739.130435
2022-09-30,3850.5204961867557,3890.228538876488,3817.548560732887,3860.8142438616073,4487667619.047619
2022-10-31,3726.050955636161,3761.6314057849704,3683.409981863839,3712.3604910714284,4563036190.476191
2022-11-30,3917.488595145089,3945.9271530877977,3883.6880812872023,3914.579031808036,4412948095.238095
2022-12-31,3912.3809523809523,3943.4966634114585,3884.271902901786,3922.105712890625,4059491904.7619047
2023-01-31,3960.656530761719,3982.2374877929688,3925.3295166015623,3948.579541015625,4038190500.0
2023-02-28,4079.6847245065787,4104.842644942434,4051.701531661184,4079.3437243009867,4231172631.5789475
2023-03-31,3968.5591457201085,3996.4956691576085,3937.4121730638585,3965.184761379076,4917165217.391304
2023-04-30,4121.467362253289,4136.134200246711,4098.431075246711,4116.7273591694075,3729540000.0
2023-05-31,4146.1731955788355,4164.6363969282675,4125.5168568004265,4148.4232177734375,3872274545.4545455
2023-06-30,4345.372837611607,4359.732863653274,4321.860002790178,4333.507556733631,4189673333.3333335
2023-07-31,4508.07548828125,4523.726049804687,4492.9599609375,4505.4339599609375,3753160000.0
2023-08-31,4457.358674422554,4482.017387058424,4437.410835597826,4461.379521908967,3775687826.0869565
2023-09-30,4409.094995117188,4432.440966796875,4393.75146484375,4419.146484375,3674149000.0
2023-10-31,4269.400945490057,4296.745472301136,4242.411376953125,4271.700039950284,3796339090.909091
2023-11-30,4460.063313802083,4471.331938244048,4438.130417596726,4449.438081287202,3855741428.571429
2023-12-31,4685.051489257812,4697.617504882813,4662.759545898438,4675.967529296875,4076533500.0
2024-01-31,4804.491513206845,4819.932849702381,4782.348539806548,4800.351446242559,3892280000.0
2024-02-29,5011.96142578125,5023.2140625,4986.563012695313,5003.731982421875,4103346500.0
2024-03-31,5170.572485351562,5187.621020507812,5149.981494140625,5167.86298828125,4314975500.0
2024-04-30,5112.492742365057,5145.566827947443,5088.249578302557,5124.729070490057,3715780454.5454545
2024-05-31,5235.225497159091,5251.4541015625,5211.554576526989,5231.250421697443,3947714545.4545455
2024-06-30,5415.140496504934,5430.508454975329,5389.1804841694075,5409.365799753289,4001348421.0526314
2024-07-31,5538.004572088068,5568.595880681818,5516.108620383523,5542.529962713068,3643654090.909091
2024-08-31,5478.214577414773,5512.019575639205,5440.693181818182,5473.899968927557,3686240909.090909
2024-09-30,5621.26044921875,5648.423510742187,5588.659521484375,5624.488989257812,3978241500.0
2024-10-31,5792.319548233696,5815.695142663043,5768.833432404891,5797.090438179348,3583149130.4347825
2024-11-30,5929.915991210937,5948.6729736328125,5899.855493164063,5920.711962890625,4205099000.0
2024-12-31,6010.908551897322,6041.46142578125,5987.199521019345,6018.1532970610115,4098328571.428571
